city_1;city_2;distance;required_permit
Meerbusch;Rheinberg;36;F23
Meerbusch;Solingen;39;F23
Meerbusch;Tönisvorst;18;NONE
Meerbusch;Velbert;34;NONE
Meerbusch;Viersen;26;F23
Meerbusch;Wegberg;39;NONE
Meerbusch;Willich;11;F23
Meiningen;Römhild;25;NONE
Meiningen;Schleusingen;32;X09
Meiningen;Schmalkalden;27;X09
Meiningen;Suhl;29;X09
Meiningen;Wasungen;15;NONE
Meiningen;Zella-Mehlis;26;X09
Meißen;Nossen;22;NONE
Meißen;Oschatz;31;F24
Meißen;Radeberg;36;NONE
Meißen;Radebeul;15;NONE
Meißen;Riesa;23;F24
Meißen;Weinböhla;7;NONE
Meißen;Wilsdruff;16;F24
Melle;Osnabrück;24;F23
Melle;Wallenhorst;32;F23
Melsungen;Rotenburg an der Fulda;27;F23
Melsungen;Schwalmstadt;38;NONE
Melsungen;Vellmar;33;F23
Melsungen;Witzenhausen;39;F23
Melsungen;Wolfhagen;43;F23
Memmingen;Mindelheim;24;NONE
Meppen;Neuenhaus;37;F23
Meppen;Nordhorn;37;NONE
Meppen;Werlte;34;NONE
Meppen;Wietmarschen;23;NONE
Merchweiler;Merzig;47;NONE
Merchweiler;Nalbach;29;K62
Merchweiler;Namborn;26;K62
Merchweiler;Neunkirchen;9;NONE
Merchweiler;Nohfelden;33;NONE
Merchweiler;Nonnweiler;40;NONE
Merchweiler;Oberthal;26;K62
Merchweiler;Ottweiler;10;K62
Merchweiler;Püttlingen;18;NONE
Merchweiler;Quierschied;6;NONE
Merchweiler;Rehlingen-Siersburg;37;K62
Merchweiler;Riegelsberg;13;NONE
Merchweiler;Saarbrücken;20;K62
Merchweiler;Saarlouis;30;K62
Merchweiler;Saarwellingen;25;K62
Merchweiler;Sankt Ingbert;10;K62
Merchweiler;Sankt Wendel;18;NONE
Merchweiler;Schiffweiler;5;K62
Merchweiler;Schmelz;27;NONE
Merchweiler;Schwalbach;24;K62
Merchweiler;Spiesen-Elversberg;8;NONE
Merchweiler;Sulzbach;10;K62
Merchweiler;Tholey;19;K62
Merchweiler;Völklingen;26;NONE
Merchweiler;Wadern;30;NONE
Merchweiler;Wadgassen;28;K62
Merchweiler;Wallerfangen;34;NONE
Merchweiler;Weiskirchen;40;K62
Merchweiler;Zweibrücken;32;K62
Merchweiler;Überherrn;36;K62
Merseburg;Naumburg;30;NONE
Merseburg;Querfurt;35;F24
Merseburg;Schkeuditz;21;F24
Merseburg;Schkopau;4;F24
Merseburg;Taucha;47;NONE
Merseburg;Teutschenthal;24;NONE
Merseburg;Weißenfels;17;NONE
Merzig;Mettlach;9;NONE
Merzig;Nalbach;20;K62
Merzig;Nonnweiler;38;K62
Merzig;Oberthal;44;K62
Merzig;Perl;23;K62
Merzig;Püttlingen;36;NONE
Merzig;Quierschied;48;NONE
Merzig;Rehlingen-Siersburg;11;K62
Merzig;Riegelsberg;39;NONE
Merzig;Saarlouis;20;NONE
Merzig;Saarwellingen;24;K62
Merzig;Schmelz;20;NONE
Merzig;Schwalbach;29;NONE
Merzig;Tholey;39;K62
Merzig;Trier;47;K62
Merzig;Völklingen;30;K62
Merzig;Wadern;26;K62
Merzig;Wadgassen;27;NONE
Merzig;Wallerfangen;17;NONE
Merzig;Weiskirchen;23;K62
Merzig;Überherrn;28;NONE
Meschede;Plettenberg;46;F23
Meschede;Soest;35;NONE
Meschede;Sundern;23;F23
Meschede;Werl;42;NONE
Mettlach;Nalbach;26;NONE
Mettlach;Nonnweiler;36;K62
Mettlach;Perl;23;K62
Mettlach;Püttlingen;43;K62
Mettlach;Rehlingen-Siersburg;18;K62
Mettlach;Riegelsberg;47;NONE
Mettlach;Saarlouis;28;NONE
Mettlach;Saarwellingen;32;K62
Mettlach;Schmelz;26;NONE
Mettlach;Schwalbach;36;K62
Mettlach;Tholey;41;NONE
Mettlach;Trier;39;NONE
Mettlach;Völklingen;38;NONE
Mettlach;Wadern;24;NONE
Mettlach;Wadgassen;34;K62
Mettlach;Wallerfangen;25;K62
Mettlach;Weiskirchen;21;K62
Mettlach;Überherrn;36;NONE
Mettmann;Moers;39;F23
Mettmann;Mülheim;25;F23
Mettmann;Neuss;23;F23
Mettmann;Oberhausen;37;NONE
Mettmann;Pulheim;45;NONE
Mettmann;Ratingen;12;F23
Mettmann;Remscheid;24;NONE
Mettmann;Schwelm;25;NONE
Mettmann;Solingen;16;F23
Mettmann;Tönisvorst;40;F23
Mettmann;Velbert;13;F23
Mettmann;Wermelskirchen;30;F23
Mettmann;Wetter (Ruhr);39;NONE
Mettmann;Willich;37;F23
Mettmann;Witten;42;F23
Mettmann;Wuppertal;18;F23
Metzingen;Mössingen;25;NONE
Metzingen;Nürtingen;13;X09
Metzingen;Ostfildern;27;NONE
Metzingen;Pfullingen;11;X09
Metzingen;Reutlingen;9;NONE
Metzingen;Schorndorf;41;X09
Metzingen;Sindelfingen;40;NONE
Metzingen;Stuttgart;33;NONE
Metzingen;Tübingen;23;NONE
Metzingen;Waiblingen;46;X09
Metzingen;Wendlingen am Neckar;20;NONE
Meuselwitz;Nobitz;17;F24
Meuselwitz;Ronneburg;26;NONE
Meuselwitz;Schmölln;20;F24
Meuselwitz;Weißenfels;35;F24
Meuselwitz;Zeitz;12;NONE
Michelstadt;Mörlenbach;31;X09
Michelstadt;Ober-Ramstadt;30;NONE
Michelstadt;Pfungstadt;42;X09
Michelstadt;Reinheim;25;NONE
Michelstadt;Roßdorf;33;X09
Michelstadt;Schriesheim;50;X09
Michelstadt;Seeheim-Jugenheim;40;X09
Michelstadt;Viernheim;46;X09
Michelstadt;Wald-Michelbach;27;X09
Michelstadt;Weinheim;40;NONE
Michendorf;Mittenwalde;40;NONE
Michendorf;Nauen;40;NONE
Michendorf;Potsdam;11;F24
Michendorf;Rangsdorf;35;F24
Michendorf;Schönefeld;44;F24
Michendorf;Stahnsdorf;18;NONE
Michendorf;Teltow;22;NONE
Michendorf;Trebbin;20;F24
Michendorf;Treuenbrietzen;27;NONE
Michendorf;Wustermark;35;F24
Michendorf;Zossen;38;F24
Minden;Petershagen;12;F23
Minden;Porta Westfalica;11;NONE
Minden;Rehburg-Loccum;35;NONE
Minden;Rinteln;19;NONE
Minden;Stadthagen;27;NONE
Mittegroßefehn;Norden;39;NONE
Mittegroßefehn;Ostrhauderfehn;32;A38
Mittegroßefehn;Rhaude;30;A38
Mittegroßefehn;Schortens;36;NONE
Mittegroßefehn;Weener;34;NONE
Mittegroßefehn;Westerstede;32;NONE
Mittegroßefehn;Wiesmoor;18;A38
Mittegroßefehn;Wittmund;32;A38
Mittegroßefehn;Zetel;33;A38
Mittenwalde;Potsdam;42;F24
Mittenwalde;Rangsdorf;8;F24
Mittenwalde;Schulzendorf;17;F24
Mittenwalde;Schönefeld;18;F24
Mittenwalde;Stahnsdorf;34;NONE
Mittenwalde;Teltow;28;F24
Mittenwalde;Trebbin;29;NONE
Mittenwalde;Wildau;11;F24
Mittenwalde;Woltersdorf;38;F24
Mittenwalde;Zeuthen;18;F24
Mittenwalde;Zossen;9;NONE
Mittweida;Nobitz;41;F24
Mittweida;Nossen;27;F24
Mittweida;Stollberg;39;F24
Moers;Mönchengladbach;39;F23
Moers;Mülheim;22;F23
Moers;Nettetal;34;F23
Moers;Neuss;36;F23
Moers;Oberhausen;21;NONE
Moers;Ratingen;31;F23
Moers;Rheinberg;12;F23
Moers;Tönisvorst;20;NONE
Moers;Velbert;41;F23
Moers;Viersen;36;F23
Moers;Voerde;26;NONE
Moers;Wesel;29;NONE
Moers;Willich;29;F23
Molfsee;Neumünster;26;A38
Molfsee;Nortorf;19;A38
Molfsee;Osterrönfeld;28;A38
Molfsee;Plön;34;A38
Molfsee;Preetz;20;A38
Molfsee;Rendsburg;31;A38
Molfsee;Schönberg in Holstein;26;NONE
Molfsee;Schönkirchen;15;A38
Molfsee;Trappenkamp;34;NONE
Montabaur;Mülheim-Kärlich;32;K62
Montabaur;Neuwied;34;K62
Montabaur;Weilburg;39;K62
Moosburg;Neufahrn bei Freising;29;NONE
Moosburg;Pfaffenhofen;37;X09
Moosburg;Poing;44;X09
Moosburg;Unterschleißheim;37;X09
Morbach;Namborn;42;K62
Morbach;Nohfelden;31;K62
Morbach;Nonnweiler;34;K62
Morbach;Oberthal;43;NONE
Morbach;Trier;47;K62
Morbach;Wittlich;32;K62
Mosbach;Neckarsulm;26;X09
Mosbach;Sinsheim;30;X09
Mosbach;Wald-Michelbach;52;NONE
Mosbach;Wiesloch;46;X09
Mosbach;Öhringen;39;NONE
München;Neufahrn bei Freising;23;X09
München;Olching;24;NONE
München;Ottobrunn;13;X09
München;Poing;21;NONE
München;Puchheim;22;X09
München;Starnberg;28;NONE
München;Taufkirchen;12;X09
München;Unterhaching;11;X09
München;Unterschleißheim;19;NONE
München;Vaterstetten;18;X09
München;Wolfratshausen;32;X09
Mutterstadt;Mörlenbach;36;K62
Mutterstadt;Sandhausen;33;K62
Mutterstadt;Schifferstadt;7;NONE
Mutterstadt;Schriesheim;27;K62
Mutterstadt;Schwetzingen;24;NONE
Mutterstadt;Speyer;18;NONE
Mutterstadt;Viernheim;23;K62
Mutterstadt;Waghäusel;35;K62
Mutterstadt;Walldorf;38;NONE
Mutterstadt;Weinheim;28;K62
Mutterstadt;Wiesloch;41;NONE
Mutterstadt;Worms;23;K62
Möckern;Schönebeck;23;NONE
Möckern;Tangerhütte;44;F24
Möckern;Wiesenburg;40;F24
Möckern;Wolmirstedt;36;NONE
Möckern;Zerbst;24;F24
Mölln;Ratzeburg;10;NONE
Mölln;Reinbek;38;A38
Mölln;Reinfeld;41;NONE
Mölln;Schwarzenbek;20;A38
Mölln;Stockelsdorf;32;A38
Mölln;Trittau;23;NONE
Mölln;Wentorf bei Hamburg;35;NONE
Mönchengladbach;Nettetal;22;F23
Mönchengladbach;Neuss;21;F23
Mönchengladbach;Pulheim;40;F23
Mönchengladbach;Ratingen;39;NONE
Mönchengladbach;Tönisvorst;19;F23
Mönchengladbach;Viersen;7;NONE
Mönchengladbach;Wegberg;17;F23
Mönchengladbach;Willich;15;F23
Mörfelden-Walldorf;Nauheim;17;NONE
Mörfelden-Walldorf;Neu Isenburg;11;K62
Mörfelden-Walldorf;Neu-Anspach;46;K62
Mörfelden-Walldorf;Nieder-Olm;40;NONE
Mörfelden-Walldorf;Niedernhausen;34;NONE
Mörfelden-Walldorf;Ober-Ramstadt;29;K62
Mörfelden-Walldorf;Obertshausen;23;NONE
Mörfelden-Walldorf;Oberursel;33;K62
Mörfelden-Walldorf;Pfungstadt;28;NONE
Mörfelden-Walldorf;Raunheim;16;K62
Mörfelden-Walldorf;Reinheim;35;K62
Mörfelden-Walldorf;Rodgau;31;NONE
Mörfelden-Walldorf;Rosbach vor der Höhe;39;K62
Mörfelden-Walldorf;Roßdorf;27;K62
Mörfelden-Walldorf;Rüsselsheim;16;K62
Mörfelden-Walldorf;Seeheim-Jugenheim;31;NONE
Mörfelden-Walldorf;Seligenstadt;34;NONE
Mörfelden-Walldorf;Steinbach am Taunus;24;NONE
Mörfelden-Walldorf;Taunusstein;44;K62
Mörfelden-Walldorf;Trebur;19;NONE
Mörfelden-Walldorf;Weiterstadt;14;NONE
Mörfelden-Walldorf;Wiesbaden;33;K62
Mörlenbach;Ober-Ramstadt;33;K62
Mörlenbach;Pfungstadt;32;K62
Mörlenbach;Reinheim;33;K62
Mörlenbach;Roßdorf;36;K62
Mörlenbach;Sandhausen;36;K62
Mörlenbach;Schriesheim;19;NONE
Mörlenbach;Schwetzingen;34;NONE
Mörlenbach;Seeheim-Jugenheim;27;K62
Mörlenbach;Viernheim;15;K62
Mörlenbach;Wald-Michelbach;9;K62
Mörlenbach;Walldorf;42;NONE
Mörlenbach;Weinheim;9;K62
Mörlenbach;Weiterstadt;44;NONE
Mörlenbach;Wiesloch;45;K62
Mörlenbach;Worms;33;NONE
Mössingen;Nagold;37;X09
Mössingen;Nürtingen;38;X09
Mössingen;Pfullingen;17;NONE
Mössingen;Reutlingen;18;X09
Mössingen;Sindelfingen;43;NONE
Mössingen;Tübingen;16;NONE
Mühlacker;Pforzheim;12;K62
Mühlacker;Renningen;27;K62
Mühlacker;Sindelfingen;39;K62
Mühlacker;Sinsheim;41;K62
Mühlacker;Stuttgart;38;K62
Mühlacker;Vaihingen an der Enz;10;K62
Mühlacker;Weil der Stadt;29;NONE
Mühlhausen;Niederorschel;19;NONE
Mühlhausen;Sondershausen;40;NONE
Mühlhausen;Treffurt;26;NONE
Mülheim-Kärlich;Neuwied;9;K62
Mülheim-Kärlich;Remagen;31;K62
Mülheim-Kärlich;Sinzig;27;K62
Mülheim;Neuss;33;F23
Mülheim;Oberhausen;10;NONE
Mülheim;Oer-Erkenschwick;46;F23
Mülheim;Ratingen;17;F23
Mülheim;Recklinghausen;31;NONE
Mülheim;Remscheid;45;F23
Mülheim;Rheinberg;31;F23
Mülheim;Schwelm;42;F23
Mülheim;Solingen;45;F23
Mülheim;Tönisvorst;32;F23
Mülheim;Velbert;18;F23
Mülheim;Voerde;28;NONE
Mülheim;Wesel;39;NONE
Mülheim;Willich;40;F23
Mülheim;Witten;37;NONE
Mülheim;Wuppertal;35;NONE
Müllheim;Rheinfelden (Baden);41;K62
Müllheim;Schopfheim;33;NONE
Müllheim;Weil am Rhein;29;K62
Mülsen;Nobitz;37;X09
Mülsen;Reichenbach/Vogtland;28;NONE
Mülsen;Ronneburg;36;X09
Mülsen;Schmölln;30;X09
Mülsen;Schneeberg;23;X09
Mülsen;Schwarzenberg;34;NONE
Mülsen;Stollberg;20;NONE
Mülsen;Werdau;17;NONE
Mülsen;Zwickau;8;X09
Mülsen;Zwönitz;29;X09
Müncheberg;Rehfelde;21;F24
Müncheberg;Seelow;19;NONE
Müncheberg;Strausberg;23;NONE
Müncheberg;Werneuchen;39;F24
Müncheberg;Woltersdorf;31;NONE
Müncheberg;Wriezen;33;NONE
Münster;Selm;38;NONE
Münster;Steinfurt;30;NONE
Münster;Warendorf;28;F23
Münster;Werne an der Lippe;40;NONE
Nagold;Renningen;37;NONE
Nagold;Sindelfingen;33;K62
Nagold;Tübingen;27;K62
Nagold;Weil der Stadt;31;K62
Nalbach;Namborn;37;K62
Nalbach;Neunkirchen;37;NONE
Nalbach;Nohfelden;43;K62
Nalbach;Nonnweiler;39;NONE
Nalbach;Oberthal;32;K62
Nalbach;Ottweiler;39;NONE
Nalbach;Perl;43;K62
Nalbach;Püttlingen;16;NONE
Nalbach;Quierschied;31;NONE
Nalbach;Rehlingen-Siersburg;11;NONE
Nalbach;Riegelsberg;20;K62
Nalbach;Saarbrücken;29;K62
Nalbach;Saarlouis;11;NONE
Nalbach;Saarwellingen;3;NONE
Nalbach;Sankt Ingbert;36;K62
Nalbach;Sankt Wendel;35;K62
Nalbach;Schiffweiler;34;K62
Nalbach;Schmelz;7;NONE
Nalbach;Schwalbach;14;NONE
Nalbach;Spiesen-Elversberg;34;NONE
Nalbach;Sulzbach;36;NONE
Nalbach;Tholey;24;NONE
Nalbach;Völklingen;23;NONE
Nalbach;Wadern;21;K62
Nalbach;Wadgassen;20;NONE
Nalbach;Wallerfangen;9;K62
Nalbach;Weiskirchen;25;K62
Nalbach;Überherrn;21;K62
Namborn;Neunkirchen;26;NONE
Namborn;Nohfelden;11;NONE
Namborn;Nonnweiler;20;NONE
Namborn;Oberthal;5;K62
Namborn;Ottweiler;24;NONE
Namborn;Püttlingen;44;K62
Namborn;Quierschied;33;K62
Namborn;Riegelsberg;39;NONE
Namborn;Saarbrücken;46;K62
Namborn;Saarwellingen;37;K62
Namborn;Sankt Ingbert;32;K62
Namborn;Sankt Wendel;9;K62
Namborn;Schiffweiler;25;NONE
Namborn;Schmelz;33;K62
Namborn;Schwalbach;46;NONE
Namborn;Spiesen-Elversberg;30;NONE
Namborn;Sulzbach;38;NONE
Namborn;Tholey;12;NONE
Namborn;Wadern;28;K62
Namborn;Weiskirchen;36;NONE
Namborn;Zweibrücken;46;K62
Nauen;Oranienburg;39;NONE
Nauen;Potsdam;30;F24
Nauen;Schildow;48;NONE
Nauen;Schönwalde-Siedlung;10;F24
Nauen;Stahnsdorf;43;NONE
Nauen;Teltow;44;F24
Nauen;Velten;28;F24
Nauen;Wustermark;8;NONE
Nauheim;Neu Isenburg;29;K62
Nauheim;Nieder-Olm;27;K62
Nauheim;Niedernhausen;33;K62
Nauheim;Ober-Ramstadt;30;K62
Nauheim;Obertshausen;39;K62
Nauheim;Oberursel;39;K62
Nauheim;Oestrich-Winkel;43;K62
Nauheim;Pfungstadt;26;NONE
Nauheim;Raunheim;12;K62
Nauheim;Reinheim;36;K62
Nauheim;Rodgau;47;NONE
Nauheim;Roßdorf;27;K62
Nauheim;Rüsselsheim;7;K62
Nauheim;Seeheim-Jugenheim;29;K62
Nauheim;Steinbach am Taunus;36;NONE
Nauheim;Taunusstein;36;K62
Nauheim;Trebur;5;K62
Nauheim;Weiterstadt;14;NONE
Nauheim;Wiesbaden;25;NONE
Naumburg;Querfurt;34;NONE
Naumburg;Schkopau;36;NONE
Naumburg;Stadtroda;52;F24
Naumburg;Teutschenthal;43;F24
Naumburg;Weißenfels;15;F24
Naumburg;Zeitz;28;F24
Neckarsulm;Sinsheim;30;X09
Neckarsulm;Vaihingen an der Enz;42;X09
Neckarsulm;Öhringen;26;X09
Nettetal;Neuss;40;NONE
Nettetal;Rheinberg;42;F23
Nettetal;Tönisvorst;18;F23
Nettetal;Viersen;12;NONE
Nettetal;Wegberg;23;NONE
Nettetal;Willich;23;F23
Neu Isenburg;Neu-Anspach;43;NONE
Neu Isenburg;Nidderau;37;K62
Neu Isenburg;Niedernhausen;39;NONE
Neu Isenburg;Ober-Ramstadt;34;K62
Neu Isenburg;Obertshausen;13;NONE
Neu Isenburg;Oberursel;30;NONE
Neu Isenburg;Pfungstadt;32;K62
Neu Isenburg;Raunheim;21;K62
Neu Isenburg;Reinheim;35;NONE
Neu Isenburg;Rodenbach;32;K62
Neu Isenburg;Rodgau;17;NONE
Neu Isenburg;Rosbach vor der Höhe;36;K62
Neu Isenburg;Roßdorf;30;NONE
Neu Isenburg;Rüsselsheim;25;NONE
Neu Isenburg;Seeheim-Jugenheim;37;K62
Neu Isenburg;Seligenstadt;24;NONE
Neu Isenburg;Steinbach am Taunus;21;K62
Neu Isenburg;Trebur;33;NONE
Neu Isenburg;Usingen;45;K62
Neu Isenburg;Weiterstadt;25;NONE
Neu Isenburg;Wiesbaden;38;K62
Neu Wulmstorf;Norderstedt;39;A38
Neu Wulmstorf;Oststeinbek;31;A38
Neu Wulmstorf;Pinneberg;31;NONE
Neu Wulmstorf;Quickborn;39;A38
Neu Wulmstorf;Reinbek;36;A38
Neu Wulmstorf;Rellingen;34;A38
Neu Wulmstorf;Schenefeld;27;NONE
Neu Wulmstorf;Seevetal;24;A38
Neu Wulmstorf;Stade;30;NONE
Neu Wulmstorf;Stelle;31;A38
Neu Wulmstorf;Tornesch;45;NONE
Neu Wulmstorf;Tostedt;24;NONE
Neu Wulmstorf;Uetersen;44;A38
Neu Wulmstorf;Wedel;33;A38
Neu Wulmstorf;Wentorf bei Hamburg;38;NONE
Neu Wulmstorf;Winsen;38;A38
Neu-Anspach;Nidderau;36;NONE
Neu-Anspach;Niedernhausen;27;NONE
Neu-Anspach;Obertshausen;49;NONE
Neu-Anspach;Oberursel;15;K62
Neu-Anspach;Raunheim;50;NONE
Neu-Anspach;Rosbach vor der Höhe;16;NONE
Neu-Anspach;Rüsselsheim;53;NONE
Neu-Anspach;Steinbach am Taunus;22;NONE
Neu-Anspach;Taunusstein;40;K62
Neu-Anspach;Usingen;6;K62
Neu-Anspach;Weilburg;36;NONE
Neu-Anspach;Wetzlar;37;K62
Neu-Anspach;Wiesbaden;41;K62
Neu-Ulm;Senden;10;X09
Neu-Ulm;Ulm;3;X09
Neubrandenburg;Neustrelitz;27;A38
Neuburg;Pappenheim;47;NONE
Neuburg;Pfaffenhofen;39;NONE
Neuburg;Schrobenhausen;27;NONE
Neuenhaus;Nordhorn;11;NONE
Neuenhaus;Schüttorf;30;NONE
Neuenhaus;Wietmarschen;14;F23
Neufahrn bei Freising;Olching;36;NONE
Neufahrn bei Freising;Ottobrunn;39;NONE
Neufahrn bei Freising;Pfaffenhofen;34;NONE
Neufahrn bei Freising;Poing;29;X09
Neufahrn bei Freising;Puchheim;36;X09
Neufahrn bei Freising;Taufkirchen;34;NONE
Neufahrn bei Freising;Unterhaching;33;NONE
Neufahrn bei Freising;Unterschleißheim;11;X09
Neufahrn bei Freising;Vaterstetten;32;NONE
Neuhaus am Rennweg;Neustadt bei Coburg;29;X09
Neuhaus am Rennweg;Rudolstadt;35;X09
Neuhaus am Rennweg;Saalfeld;25;NONE
Neuhaus am Rennweg;Schleusingen;38;X09
Neuhaus am Rennweg;Sonneberg;27;NONE
Neuhaus am Rennweg;Stadtilm;40;X09
Neuhaus am Rennweg;Suhl;49;X09
Neuhaus am Rennweg;Unterwellenborn;31;X09
Neuhausen;Senftenberg;41;F24
Neuhausen;Spremberg;16;F24
Neuhausen;Vetschau/Spreewald;32;NONE
Neuhausen;Weißwasser/Oberlausitz;32;F24
Neuhof;Petersberg;20;X09
Neuhof;Schlüchtern;15;X09
Neuhof;Steinau an der Straße;21;X09
Neuhof;Wächtersbach;36;X09
Neumarkt;Nürnberg;43;NONE
Neumarkt;Roth;32;X09
Neumarkt;Schwabach;39;NONE
Neumarkt;Sulzbach-Rosenberg;36;X09
Neumarkt;Wendelstein;28;X09
Neumünster;Nortorf;16;NONE
Neumünster;Osterrönfeld;39;NONE
Neumünster;Plön;35;A38
Neumünster;Preetz;31;NONE
Neumünster;Rendsburg;38;A38
Neumünster;Schönkirchen;40;A38
Neumünster;Trappenkamp;17;A38
Neumünster;Wahlstedt;23;NONE
Neunkirchen;Nohfelden;32;K62
Neunkirchen;Nonnweiler;48;K62
Neunkirchen;Oberthal;25;NONE
Neunkirchen;Ottweiler;5;K62
Neunkirchen;Püttlingen;30;K62
Neunkirchen;Quierschied;10;K62
Neunkirchen;Riegelsberg;25;K62
Neunkirchen;Saarbrücken;23;NONE
Neunkirchen;Saarlouis;38;NONE
Neunkirchen;Saarwellingen;34;NONE
Neunkirchen;Sankt Ingbert;7;NONE
Neunkirchen;Sankt Wendel;17;K62
Neunkirchen;Schiffweiler;5;NONE
Neunkirchen;Schmelz;36;K62
Neunkirchen;Schwalbach;33;K62
Neunkirchen;Spiesen-Elversberg;5;K62
Neunkirchen;Sulzbach;13;K62
Neunkirchen;Tholey;24;K62
Neunkirchen;Völklingen;35;K62
Neunkirchen;Wadern;41;K62
Neunkirchen;Wadgassen;36;NONE
Neunkirchen;Wallerfangen;42;K62
Neunkirchen;Weiskirchen;49;K62
Neunkirchen;Zweibrücken;22;NONE
Neuruppin;Rheinsberg;26;NONE
Neuruppin;Schönwalde-Siedlung;44;NONE
Neuruppin;Wittstock;43;NONE
Neuruppin;Wusterhausen;27;F24
Neuss;Pulheim;29;NONE
Neuss;Ratingen;18;F23
Neuss;Remscheid;42;NONE
Neuss;Solingen;32;NONE
Neuss;Tönisvorst;27;F23
Neuss;Velbert;33;F23
Neuss;Viersen;28;NONE
Neuss;Wegberg;41;F23
Neuss;Willich;17;F23
Neuss;Wuppertal;39;F23
Neustadt am Rübenberge;Pattensen;37;F23
Neustadt am Rübenberge;Rehburg-Loccum;21;F23
Neustadt am Rübenberge;Ronnenberg;30;F23
Neustadt am Rübenberge;Seelze;19;F23
Neustadt am Rübenberge;Springe;51;NONE
Neustadt am Rübenberge;Stadthagen;30;NONE
Neustadt am Rübenberge;Wennigsen;33;F23
Neustadt am Rübenberge;Wunstorf;11;F23
Neustadt bei Coburg;Schleusingen;45;X09
Neustadt bei Coburg;Sonneberg;4;X09
Neustadt in Holstein;Oldenburg in Holstein;25;A38
Neustadt in Holstein;Plön;31;A38
Neustadt in Holstein;Ratekau;22;NONE
Neustadt in Holstein;Scharbeutz;14;A38
Neustadt in Holstein;Stockelsdorf;32;NONE
Neustadt in Holstein;Süsel;8;A38
Neustadt in Holstein;Timmendorfer Strand;20;NONE
Neustadt;Pirna;28;F24
Neustadt;Radeberg;25;F24
Neustrelitz;Rheinsberg;40;A38
Neuwied;Remagen;29;K62
Neuwied;Sinzig;25;K62
Nidda;Nidderau;34;X09
Nidda;Reiskirchen;31;X09
Nidda;Rodenbach;39;NONE
Nidda;Rosbach vor der Höhe;32;X09
Nidda;Schotten;14;X09
Nidda;Steinau an der Straße;43;X09
Nidda;Usingen;46;X09
Nidda;Wächtersbach;36;X09
Nidderau;Obertshausen;31;K62
Nidderau;Oberursel;30;K62
Nidderau;Rodenbach;24;K62
Nidderau;Rodgau;33;NONE
Nidderau;Rosbach vor der Höhe;21;K62
Nidderau;Schotten;48;K62
Nidderau;Seligenstadt;34;K62
Nidderau;Steinbach am Taunus;32;K62
Nidderau;Usingen;38;K62
Nidderau;Wächtersbach;46;K62
Nieder-Olm;Niedernhausen;35;K62
Nieder-Olm;Oestrich-Winkel;22;K62
Nieder-Olm;Pfungstadt;51;NONE
Nieder-Olm;Raunheim;30;NONE
Nieder-Olm;Rüsselsheim;23;NONE
Nieder-Olm;Taunusstein;34;K62
Nieder-Olm;Trebur;26;NONE
Nieder-Olm;Weiterstadt;40;NONE
Nieder-Olm;Wiesbaden;25;K62
Nieder-Olm;Worms;39;NONE
Niedergörsdorf;Trebbin;39;NONE
Niedergörsdorf;Treuenbrietzen;18;F24
Niedergörsdorf;Wittenberg;30;F24
Niederkassel;Overath;35;NONE
Niederkassel;Pulheim;37;NONE
Niederkassel;Remagen;34;K62
Niederkassel;Rheinbach;26;NONE
Niederkassel;Rösrath;22;K62
Niederkassel;Sankt Augustin;16;NONE
Niederkassel;Siegburg;15;NONE
Niederkassel;Sinzig;39;K62
Niederkassel;Troisdorf;10;K62
Niederkassel;Wesseling;18;NONE
Niedernhausen;Oberursel;24;NONE
Niedernhausen;Oestrich-Winkel;36;NONE
Niedernhausen;Raunheim;22;NONE
Niedernhausen;Rosbach vor der Höhe;45;K62
Niedernhausen;Rüsselsheim;26;K62
Niedernhausen;Steinbach am Taunus;25;NONE
Niedernhausen;Taunusstein;16;K62
Niedernhausen;Trebur;35;K62
Niedernhausen;Usingen;31;K62
Niedernhausen;Wiesbaden;14;K62
Niederorschel;Nordhausen;36;NONE
Niederorschel;Sondershausen;41;F24
Niederorschel;Treffurt;46;F24
Nobitz;Ronneburg;28;F24
Nobitz;Schmölln;15;F24
Nobitz;Werdau;37;NONE
Nobitz;Zeitz;29;NONE
Nobitz;Zwickau;36;F24
Nohfelden;Nonnweiler;15;K62
Nohfelden;Oberthal;12;K62
Nohfelden;Ottweiler;31;K62
Nohfelden;Quierschied;39;NONE
Nohfelden;Sankt Ingbert;39;K62
Nohfelden;Sankt Wendel;16;NONE
Nohfelden;Schiffweiler;31;K62
Nohfelden;Schmelz;38;K62
Nohfelden;Spiesen-Elversberg;37;K62
Nohfelden;Sulzbach;45;NONE
Nohfelden;Tholey;17;NONE
Nohfelden;Wadern;28;K62
Nohfelden;Weiskirchen;30;K62
Nonnweiler;Oberthal;21;K62
Nonnweiler;Ottweiler;40;K62
Nonnweiler;Quierschied;41;NONE
Nonnweiler;Rehlingen-Siersburg;39;NONE
Nonnweiler;Riegelsberg;43;NONE
Nonnweiler;Saarwellingen;38;NONE
Nonnweiler;Sankt Wendel;28;K62
Nonnweiler;Schiffweiler;39;NONE
Nonnweiler;Schmelz;28;NONE
Nonnweiler;Spiesen-Elversberg;44;K62
Nonnweiler;Tholey;17;K62
Nonnweiler;Trier;41;NONE
Nonnweiler;Wadern;14;K62
Nonnweiler;Weiskirchen;15;K62
Nordenham;Rastede;46;A38
Nordenham;Schiffdorf;32;A38
